facility_id,facility_name,lat,lon,region,fuel_tech
WDGPH,Western Downs,-26.927922,150.601542,QLD1,"[""Solar""]"
WDBESS2,Western Downs 2,-26.951989,150.694141,QLD1,"[""Battery""]"
WRSF1,White Rock Solar Farm,-29.763292,151.552402,NSW1,"[""Solar""]"
WRWF1,White Rock Wind Farm,-29.7718,151.5755,NSW1,"[""Wind""]"
WHITSF,Whitsunday,-20.537259,147.80475,QLD1,"[""Solar""]"
WHIT1,Whitwood Road,-27.620454,152.824409,QLD1,"[""Bioenergy""]"
WILGAPK,Wilga Park,-30.314444,149.652768,NSW1,"[""Gas""]"
WILGAPKB,Wilga Park B,-30.314444,149.652768,NSW1,"[""Gas""]"
WILLHOV,William Hovel,-36.925216,146.389418,VIC1,"[""Hydro""]"
WGWF,Willogoleche,-33.393569,138.84821,SA1,"[""Wind""]"
WINDHILL,Windy Hill,-17.590399,145.52968,QLD1,"[""Wind""]"
WINGF1,Wingfield,-34.835138,138.548949,SA1,"[""Bioenergy""]"
WINGF2,Wingfield 2,-34.835138,138.548949,SA1,"[""Bioenergy""]"
WINTSF1,Winton,-36.499695,146.114554,VIC1,"[""Solar""]"
WIVENHOE,Wivenhoe,-27.372224,152.632362,QLD1,"[""Hydro"", ""Pumps""]"
WOLARSF,Wollar,-32.407631,149.940737,NSW1,"[""Solar""]"
WOLLERT,Wollert,-37.591792,145.043033,VIC1,"[""Bioenergy""]"
WONWP,Wonthaggi,-38.60513,145.546292,VIC1,"[""Wind""]"
WDLNGN,Woodlawn,-35.05928,149.5749,NSW1,"[""Bioenergy""]"
WOODLWN,Woodlawn,-35.081675,149.570511,NSW1,"[""Wind""]"
WOOLNTH1,Woolnorth,-40.736375,144.694821,TAS1,"[""Wind""]"
WOOLGSF,Woolooga,-26.084522,152.441226,QLD1,"[""Solar""]"
WUNUSF,Wunghnu,-36.164387,145.403731,VIC1,"[""Solar""]"
WYASF,Wyalong,-33.804939,147.295155,NSW1,"[""Solar""]"
WYANGALA,Wyangala A,-33.980371,148.947377,NSW1,"[""Hydro""]"
WYANGALB,Wyangala B,-33.980371,148.947377,NSW1,"[""Hydro""]"
YALLOURN,Yallourn W,-38.177596,146.347508,VIC1,"[""Coal""]"
YSWF,Yaloak South,-37.716474,144.241947,VIC1,"[""Wind""]"
YAMBUK,Yambuk,-38.305278,142.018439,VIC1,"[""Wind""]"
YARANSF,Yarranlea,-27.708939,151.532696,QLD1,"[""Solar""]"
YWNGAHYD,Yarrawonga,-36.009466,145.999568,VIC1,"[""Hydro""]"
YARWUN,Yarwun,-23.8302,151.149692,QLD1,"[""Gas""]"
YATSF1,Yatpool,-34.38073,142.20534,VIC1,"[""Solar""]"
YAWWF,Yawong,-36.471022,143.361722,VIC1,"[""Wind""]"
YENDONWF,Yendon,-37.630952,144.022463,VIC1,"[""Wind""]"
